GlobalID,Name (Arabic),Name (English),Legal Name,Category,Secondary Category,Company Status,Working Days,Working Hours,Break Time,Holidays,Entrance Location,Building Number,Floor Number,Phone Number,Website,Social Media Accounts,Accepted Payment Methods,Commercial License Number,Language,Cuisine Type,Menu Barcode URL,Coordinates X,Coordinates Y,Dine In,Only Delivery,Shisha,Order from Car,Live Sport Broadcasting,Family Seating,Large Groups Can Be Seated,Has a Waiting Area,Has Separate Rooms,Smoking Area,Iftar Menu,Suhoor,Require Ticket,Is Landmark,Free Entry,Has Women-Only Prayer Room,Provides Iftar Tent,Drive Thru,WiFi,Reservation,Pickup Point Exists,Children Area,Valet Parking,Music,Has Parking Lot,Wheelchair Accessible,District (English),District (Arabic),City(english),POI ID,Detail Category,city(Arabic),Survey Date,Agent Name,Notes
0e91afc7-a051-429c-b33e-b621bfc5d003,???? ?????,Zohoor Al Reef,Zohoor alreef SA,Retail,Beauty,open,"Sunday-Thursday, Saturday",09:00-23:00,None,Friday closed or reduced hours,"First Floor, Tala Mall, King Abdul Aziz Road, Al Nafl District",3317,,#ERROR!,https://www.zohooralreef.com/,"https://www.instagram.com/zohoor.ksa/, https://www.facebook.com/ZohoorAlreefStores","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7717583,46.6689049,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,yes,Al Nafl,?????,Riyadh,1352707,Perfume Store,??????,02/11/2026 8:46:42,abdulrhman,
6636faed-ced1-43ce-8643-ebd15a78a5b7,???? ???????? ????????,Al Haqbani Real Estate Office,????? ???? ?? ????????? ?? ???? ???????? ????????,Real Estate,Real Estate Company,open,Monday-Friday,17:00-21:30,None,Friday closed,,,,966595915555,https://alhaqbaniproperty.com/,"https://www.instagram.com/alhaqbani74/, https://www.tiktok.com/@alhaqbani74, https://x.com/alhaqbani74, https://www.snapchat.com/add/alhaqbani74","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7823094,46.6745972,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1351651,Real Estate Brokerage,??????,02/11/2026 8:46:42,mohammed,
8840148f-8f01-480c-a805-305d00c97eb1,????? ??? ??????? ????????,Fatima Hassan Women's Tailoring,????? ????? ??? ???? ?????? ???????,Retail,Tailoring,open,Sunday-Tuesday,"10:00-14:00, 16:00-00:00",14:00-16:00,,,3821,G,966531687268,https://www.google.com/maps/place/?q=place_id:ChIJxfyIBxj9Lj4RBwWe5QI2oPs,,"Mada, Visa, Apple Pay, Mastercard",,Arabic,N/A,N/A,24.7826829,46.6781277,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1332888,Women's Tailoring,??????,02/11/2026 8:46:42,mohammed,
e42b37c0-6af6-4c7b-850c-18dddf54fc6e,???? ????????? ?????? ??????? ???????? ????????,Abdul Hadi Al Yusi Accountants and Legal Auditors,???? ????????? ??? ???? ?????? ??????? ???????? ????????,Corporate,Accounting Services,open,Every day,"14:00-20:00, 09:00-22:00, 13:00-00:00, 00:00-08:00",N/A,Friday closed,"Building No 7968, Al Hamda 2680, As Sahra Al Maghribiyyah Street, Al Nafl District",7353,,966593991717,https://alyusi-cpa.com/,"Instagram: https://instagram.com/alyusi_cpa, X: https://twitter.com/AlYUSI_CPA","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7818051,46.6748687,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1280230,Legal Auditors,??????,02/11/2026 8:46:42,mohammed,
9e3b3e84-b23a-4e57-b8c0-dada2a52421f,???? ??????,Environmental Horizons Co.,???? ???? ?????? ????????,Environmental Services,Consulting,open,sun_thu,custom_hours,no_break,"eid_fitr,eid_adha,fri_sat,founding_day",,4094,2,966920012358,https://eh.net.sa,"https://www.instagram.com/eh_env, https://x.com/eh_env, https://www.facebook.com/eh.env",other,,"Arabic, English",N/A,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,,Waste Management and Sustainability,??????,02/11/2026 8:46:42,fadhel,
68f7ecd9-25b4-4d8e-845c-b9ee68a0e496,????? ????,Falafel Themar,Falafel Themar,Restaurant,Fast Food,open,Daily,24 hours,None,No closures mentioned,"On Abi Bakr As Siddiq Branch Rd, An Nafal",3895,G,966920031222,https://themarfoods.com/,"https://www.instagram.com/falafelthemar/, https://www.tiktok.com/@falafelthemar, https://x.com/FalafelThemar","cash,mada",,"Arabic, English","Middle Eastern, Falafel",,24.719,46.726,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,,Falafel Restaurant,??????,02/11/2026 8:46:42,ahmad_shuban,
060d31dc-0d6d-4e89-a9ec-27070ddc08e5,????? ????? ?????? ???????,"Al Khair Maintenance, Plumbing and Electricity",????? ?????,Home Services,Repair Shop,open,Saturday-Tuesday,16:00-22:00,None,,,2773,G,966538722110,"https://www.google.com/maps?q=24.78016227,46.66769457",,"Mada, Visa, Apple Pay, Mastercard",,Arabic,N/A,N/A,24.78016227,46.66769457,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1390613,Plumbing and Electrical Repair,??????,02/11/2026 8:46:42,Abdullah,
adaec7c9-9275-4dc2-88da-f6a0e70730e5,??? ????,Aziz Tea,???? ??? ?????? ?????????,Café,Specialty Coffee,open,Daily,07:30-16:00 (Friday 13:00-16:00),None,Friday 13:00-03:00,Located on Moroccan Desert Street in Al Nafl district,,G,966500442532,https://maps.app.goo.gl/zn7wCBAijArAWErt8?g_st=com.google.maps.preview.copy,"https://www.instagram.com/aziztea_2022/, https://www.tiktok.com/@azez.tea","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English","Tea, Pastries",,24.7893107,46.6712389,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1302137,Tea House,??????,02/11/2026 8:58:29,abdulrhman,
2b809796-2794-4068-86a6-04f9cfcfc036,?????? ?????,Al Dakheel Oud,???? ?????? ?????,Retail,Perfume store,open,Sunday-Thursday,14:00-00:00,None,Friday closed,Located on Abi Bakr Al Siddiq Street in Al Nafl District,2444,G,966112740050,https://aldakheeloud.com,"https://www.instagram.com/aldakheel_oud/, https://www.facebook.com/aldakheeloud","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7815108,46.6839489,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1352401,Oud and Perfume Store,??????,02/11/2026 8:58:29,mohammed,
b3e6781e-6e0a-4c6d-a183-0b94a2115e7e,????? ??????????,Ghazara Consulting,????? ??????????,Corporate,Consulting,open,Sunday-Thursday,08:00-15:00,None,Friday closed,,4198,G,966569830177,https://ghazara.com/,"https://www.instagram.com/ghazara_consulting/, https://x.com/Ghazarah","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7847304,46.6816409,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1346140,Non-Profit Financial Resource Development,??????,02/11/2026 8:58:29,mohammed,
b3313067-36da-4977-aecd-cb9847962131,???? ????,Public Restroom,????? ?????? ????????? ??????? ????????,Public Services,Public Restrooms,open,All days,24/7,None,None,Located on Al Habeel Street in Al Nafl District,,G,,https://www.moia.gov.sa/Pages/default.aspx,,N/A,,N/A,N/A,N/A,24.7878717,46.6759496,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,Al Nafl,?????,Riyadh,1357524,Public Restrooms,??????,02/11/2026 8:58:29,Abdullah,
f8b6de81-03bd-4951-93f1-9ae87b0097b8,????? ?????????? 76,Primary School 76,????? ?????????? 76,Education,Primary School,open,Sunday-Thursday,06:00-13:00,None,"Fridays closed, Ramadan adjusted",,,,966112740230,https://moe.gov.sa,https://x.com/moe_ryh_21_1006,N/A,,Arabic,N/A,N/A,24.7817764,46.6651227,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,Al Nafl,?????,Riyadh,897921,Government Primary School,??????,02/11/2026 9:58:25,abdulrhman,
8bf96cc5-a397-42b0-bfa0-086b4d728a1e,????????????,Stradivarius,Stradivarius,Retail,Clothing Store,open,"Sunday-Thursday, Saturday",09:30-23:30,None,Friday prayer time adjusted,Located in a shopping mall in Al Nafl district; entrance via mall main entrance.,6137,G,966112631116,https://www.stradivarius.com/sa/en,https://www.instagram.com/stradivarius,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.771627,46.668817,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,yes,no,yes,yes,Al Nafl,?????,Riyadh,1366284,Women's Fashion,??????,02/11/2026 9:58:25,mohammed,
af27ad1d-25d9-43dd-b02e-9f6e5a148a95,???? ??? 8098,Transmission Station 8098,National Grid SA,Energy and Utilities,Transmission Infrastructure,open,Sunday-Tuesday,24/7,None,N/A,,,G,966920001100,https://www.se.com.sa/en,,"Mada, Visa, Apple Pay, Mastercard",,N/A,N/A,N/A,24.7796324,46.6736495,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1315873,Electrical Substation,??????,02/11/2026 9:58:25,mohammed,
24c68341-546c-4dcb-88b6-467f4faa0631,???? ????,Hadeel Tailor,???? ???? ???? ???? ?????,Retail,Tailor,open,all_days,8am_12am,2pm_4pm,none,,4203,G,966583385366,,,"cash,mada",,Arabic,N/A,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,,Women's Tailor,??????,02/11/2026 9:58:25,fadhel,
c468d4b9-fc98-43ee-ab4a-649907378d28,??????,Cuatro,????? ???? ???????,Shopping,,open,Sunday-Wednesday,09:00-23:00,None,,,6137,G,966114659406,https://mycuatro.com/,https://www.instagram.com/cuatro.sa,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.77143187,46.66902279,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1390648,Retail,??????,02/11/2026 9:58:25,Abdullah,
e8f394e9-bed3-4673-8e80-bdfdfbde34ad,???? ????? ???????,Rawafd International Co,Rawafd International Co,Corporate,Oil and Gas,open,Sunday-Thursday,07:00-19:00,None,Friday closed,"Located on Abu Bakr As Siddiq Road - Exit 6, Al Nafl District",7834,,966920005988,https://rawafdinternational.com,"https://instagram.com/rawafdco/, https://www.facebook.com/rawafdco, https://www.youtube.com/@rawafdco7250","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.786087,46.6815935,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1386467,LPG Systems and Fire Fighting,??????,02/12/2026 11:03:06,abdulrhman,
75249cd7-54b1-4ab7-9cd5-fdbb89ede5a1,???? ?????????,Hewar Conference Halls,???? ????? ????????? ?????? ??????,Event Venue,Conference Center,open,Every day,00:00-00:00,N/A,,"Northern Ring Road, Exit 6, Al Nafl District",,,966920000271,https://www.kacnd.org,"https://www.instagram.com/hewarsa, https://x.com/HewarSa","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7765737,46.6825926,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1334574,Conference Halls,??????,02/12/2026 11:03:06,abdulrhman,
11890dbb-6471-41c9-a620-91af8c3fc03a,???? ????????,Investor Vision,???? ???? ????????,Corporate,Real Estate Development,open,Sunday-Thursday,09:00-17:00,None,Friday closed,"Second Floor, Office No. 8, Al Nafal Commercial Center, King Abdulaziz Road",6747,1,966920006914,https://investorsvisions.com,https://www.instagram.com/investorsvisions,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7765966,46.6657023,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1265706,Real Estate Company,??????,02/12/2026 11:03:06,mohammed,
5f06b415-ea0d-4e69-8383-5e8dc8635608,????? ???? ??????,Nuhtam Medical Clinics,????? ???? ??????,Clinic,Medical Center,open,Sunday-Thursday,16:00-21:00,None,Friday closed,"Exit 5, Al Nafl District, Riyadh",6851,,966531375321,https://nuhtamclinics.med.sa/ar/,"https://www.facebook.com/nuhtam.clinic, https://x.com/NuhtamClinic_, https://www.tiktok.com/@nuhtmmedicalclinic","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7774824,46.6650706,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1268726,Women's Health Clinic,??????,02/12/2026 11:03:06,mohammed,
16802600-4524-4c91-a148-8f3568d6cda0,????,Masjid,,Mosques,Mosque,open,Sunday-Tuesday,00:00-00:00,None,No closures; open daily including holidays,Located between exit 5 and 6 on the northern ring road in Al Nafl district,21,G,+966505358030,https://maps.app.goo.gl/BUC9f9XUHM4R4P6V7?g_st=com.google.maps.preview.copy,https://x.com/MogamaaAlweheby,N/A,,Arabic,N/A,N/A,24.7760391,46.6708482,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1322878,Mosque,??????,02/12/2026 11:03:06,Abdullah,
b642b42b-f418-41fd-9076-3f8d00b8c87d,????? ?????,Al Nafl Park,,Public Parks,Entertainment,open,All days,24 hours,None,No closures,"Located on Khurais Street in Al Nafl District, Diplomatic Quarter, Riyadh. Entrance via main street access points.",,,,"https://www.google.com/maps?q=24.7761468,46.67674733",,N/A,,"Arabic, English",N/A,N/A,24.7761468,46.67674733,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,Al Nafl,?????,Riyadh,865418,Recreational Park,??????,02/12/2026 11:03:06,Abdullah,
9fab3561-ea73-4a51-b1a8-7b96d5d81cac,???? ????? ?????? ????????? ???????,The Mosque of Walidah Suliman Abdulaziz Al Mutairi,????? ??????? ??????? ?????????,Mosques,N/A,open,Daily,24/7,None,Open on all holidays; prayer times adjust for Ramadan,,,,,https://www.moia.gov.sa/Pages/default.aspx,,N/A,,Arabic,N/A,N/A,24.78588496,46.66991307,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,821970,Named Mosque,??????,02/12/2026 11:03:06,Abdullah,
03084e2f-9a96-4742-9f39-68753a618b58,????? ???????? ??????? ?????????,Environmental Projects Cooperative Association,????? ???????? ??????? ?????????,Non-Profit Organization,Environmental Services,open,Sunday-Thursday,09:00-17:00,None,Friday closed,,2603,G,966569198026,https://www.epca.sa/,"https://www.instagram.com/epca.sa, https://x.com/sa_epca",other,,"Arabic, English",N/A,N/A,G,G,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,Al Nafl,?????,Riyadh,,Cooperative Association,??????,02/12/2026 11:03:06,ahmad_shuban,
6772f84a-69dc-48fd-8266-2119549ed0d0,????? ???,Rosh Car Wash,ROSH Car Wash,Automotive Services,Car Wash Services,open,Sunday-Thursday,08:00-00:00,None,,"Located in Al Nafl District, on King Abdulaziz Road near Al Daris Station",6519,G,966920000000,https://linktr.ee/letsrosh,"https://instagram.com/lets_rosh/, TikTok (via Linktree)","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7745647,46.6669921,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1371093,Car Wash Services,??????,02/13/2026 8:28:35,abdulrhman,
e6d54f4d-7b9b-491f-946c-44c17f1a04ef,???? ?????? ?????? ?????? ???????,Alkhorayef Water and Power Technologies Co.,Alkhorayef Water and Power Technologies Company SJSC,Corporate,Utilities,open,Sunday-Thursday,08:00-17:30,None,Friday closed,"Located at 2867 Olaya St, As Sahafah District, Riyadh",,,966114049404,https://awpt.com.sa/,"https://x.com/AWPTCO, https://www.linkedin.com/company/awptco","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.779224,46.642121,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1374118,Water and Wastewater Services,??????,02/13/2026 8:28:35,abdulrhman,
ef2d7142-ba12-466b-a7e0-939652c3b790,?????? ????,Nayel Clinics,Nayel Clinics,Healthcare,Dental Centers,open,"Saturday, Sunday-Thursday","Saturday: 12:00-20:00, Sunday-Thursday: 14:00-22:00",None,Friday closed,"Located at 6687 Northern Ring Rd, An Nafal, Riyadh 13312",4094,2,966920022282,https://nayelclinics.com/,"https://instagram.com/nayelclinics, https://tiktok.com/@nayelclinics, https://x.com/NayelClinics","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7758924,46.6806882,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1269030,"Dental, Dermatology and Cosmetic Clinics",??????,02/13/2026 8:28:35,mohammed,
5b79670d-3e07-4781-900c-527528e678bc,???? ??? ???????? ???????? ??????????? ?????????,Rahaf Al Humaidan Law Firm,???? ??? ???? ???????? ???????? ??????????? ?????????,Legal Services,Legal Company,open,Sunday-Thursday,09:00-15:00,None,Friday closed,"Floor 1, Office 7, Abu Bakr Al Siddiq Street, Al Nafl District, Riyadh",7978,,966569911990,https://alhumaidanlaw.com/,https://x.com/RahafLawFirm,"Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7875369,46.6808234,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,1302870,Law Firm,??????,02/13/2026 8:28:35,mohammed,
7103331d-5304-4938-86b5-c8f959f88954,????? ??????,Biscuit Al Hara,???? ????? ?????? ?????? ????????,Retail,Grocery,open,"Sunday-Thursday, Saturday",10:00-00:00 with break 14:30-15:30,14:30-15:30,Friday 12:30-00:00,"Located on Mohammed Al Muqaddami street in Al Nafl district, exit 5",2444,G,96653193617,https://biscuitalhara.com/,"https://www.instagram.com/bis_alhara/, https://www.tiktok.com/@bis_alhara, https://www.snapchat.com/@bis_alhara","Mada, Visa, Apple Pay, Mastercard",40041978082,"Arabic, English",N/A,N/A,24.7793702,46.6645994,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,Al Nafl,?????,Riyadh,789573,Sweets and Confectionery Store,??????,02/13/2026 8:28:35,Abdullah,
e39908ec-0f27-41a6-833b-938510392780,????? ?????,Bawasiq Markets,????? ????? ????????,Retail,Grocery,open,All days,00:00-23:59,None,"Open daily, including holidays",Located on Abu Bakr Al Siddiq Road in Al Nafl district,,G,966112427420,https://bawasiq.com/,"https://www.instagram.com/bawasiq01, https://www.tiktok.com/@bawasiq01, https://www.snapchat.com/@bawasiq","Mada, Visa, Apple Pay, Mastercard",,"Arabic, English",N/A,N/A,24.7822801,46.6833896,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,yes,Al Nafl,?????,Riyadh,1253378,Supermarket,??????,02/13/2026 8:28:35,Abdullah,
